Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Start Year,Start Month,Start Day,Start Quarter,CI_Sum
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,14.0,13.2,14.8,13.2 - 14.8,Unknown,2022,3,30,1,28.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,8.4,7.6,9.2,7.6 - 9.2,Unknown,2022,3,30,1,16.799999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,13.7,12.9,14.5,12.9 - 14.5,Unknown,2022,3,30,1,27.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,United States,Transgender,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,34.4,24.3,45.7,24.3 - 45.7,Unknown,2022,3,30,1,70.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,22.0,17.6,26.9,17.6 - 26.9,Unknown,2022,3,30,1,44.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Straight,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,9.5,9.1,10.0,9.1 - 10.0,Unknown,2022,3,30,1,19.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,32.3,28.4,36.3,28.4 - 36.3,Unknown,2022,3,30,1,64.69999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,3.9,3.6,4.3,3.6 - 4.3,Unknown,2022,3,30,1,7.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,28.5,27.1,29.9,27.1 - 29.9,Unknown,2022,3,30,1,57.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,12.9,11.2,14.7,11.2 - 14.7,Unknown,2022,3,30,1,25.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,10.9,10.4,11.4,10.4 - 11.4,Unknown,2022,3,30,1,21.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,13.3,11.4,15.5,11.4 - 15.5,Unknown,2022,3,30,1,26.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,6.7,5.3,8.4,5.3 - 8.4,Unknown,2022,3,30,1,13.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,16.8,13.7,20.2,13.7 - 20.2,Unknown,2022,3,30,1,33.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,11.2,8.4,14.5,8.4 - 14.5,Unknown,2022,3,30,1,22.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,9.6,8.5,10.8,8.5 - 10.8,Unknown,2022,3,30,1,19.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,13.7,12.9,14.6,12.9 - 14.6,Unknown,2022,3,30,1,27.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,11.1,10.4,11.9,10.4 - 11.9,Unknown,2022,3,30,1,22.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,25.7,23.6,28.0,23.6 - 28.0,Unknown,2022,3,30,1,51.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,9.1,8.6,9.6,8.6 - 9.6,Unknown,2022,3,30,1,18.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,23.1,22.3,24.0,22.3 - 24.0,Unknown,2022,4,27,2,46.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,23.0,20.4,25.8,20.4 - 25.8,Unknown,2022,4,27,2,46.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.6,23.0,26.3,23.0 - 26.3,Unknown,2022,4,27,2,49.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,22.5,21.1,24.1,21.1 - 24.1,Unknown,2022,4,27,2,45.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.2,22.7,25.9,22.7 - 25.9,Unknown,2022,4,27,2,48.599999999999994
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,22.7,21.3,24.2,21.3 - 24.2,Unknown,2022,4,27,2,45.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,23.0,20.6,25.6,20.6 - 25.6,Unknown,2022,4,27,2,46.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,14.0,11.3,17.2,11.3 - 17.2,Unknown,2022,4,27,2,28.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,17.1,16.0,18.2,16.0 - 18.2,Unknown,2022,4,27,2,34.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,28.8,27.8,29.8,27.8 - 29.8,Unknown,2022,4,27,2,57.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,16.7,15.6,17.8,15.6 - 17.8,Unknown,2022,4,27,2,33.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,28.5,27.5,29.5,27.5 - 29.5,Unknown,2022,4,27,2,57.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,United States,Transgender,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,44.9,33.8,56.5,33.8 - 56.5,Unknown,2022,4,27,2,90.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,34.3,29.4,39.5,29.4 - 39.5,Unknown,2022,4,27,2,68.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Straight,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,21.6,20.8,22.4,20.8 - 22.4,Unknown,2022,4,27,2,43.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,38.6,35.0,42.4,35.0 - 42.4,Unknown,2022,4,27,2,77.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,15.9,15.2,16.7,15.2 - 16.7,Unknown,2022,4,27,2,31.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,39.3,37.6,41.1,37.6 - 41.1,Unknown,2022,4,27,2,78.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,18.0,15.4,20.8,15.4 - 20.8,Unknown,2022,4,27,2,36.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,26.4,25.5,27.3,25.5 - 27.3,Unknown,2022,4,27,2,52.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,16.2,13.9,18.7,13.9 - 18.7,Unknown,2022,4,27,2,32.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,9.8,8.1,11.8,8.1 - 11.8,Unknown,2022,4,27,2,19.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,27.0,23.5,30.7,23.5 - 30.7,Unknown,2022,4,27,2,54.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,21.7,17.8,26.0,17.8 - 26.0,Unknown,2022,4,27,2,43.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,20.8,19.0,22.8,19.0 - 22.8,Unknown,2022,4,27,2,41.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,26.1,25.0,27.2,25.0 - 27.2,Unknown,2022,4,27,2,52.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,22.8,22.0,23.6,22.0 - 23.6,Unknown,2022,4,27,2,45.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,43.4,41.0,45.8,41.0 - 45.8,Unknown,2022,4,27,2,86.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,19.5,18.7,20.2,18.7 - 20.2,Unknown,2022,4,27,2,38.9
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,11.3,10.8,11.9,10.8 - 11.9,Unknown,2022,4,27,2,22.700000000000003
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,16.6,14.8,18.6,14.8 - 18.6,Unknown,2022,4,27,2,33.400000000000006
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,17.2,15.9,18.4,15.9 - 18.4,Unknown,2022,4,27,2,34.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,12.7,11.7,13.8,11.7 - 13.8,Unknown,2022,4,27,2,25.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,10.2,9.0,11.5,9.0 - 11.5,Unknown,2022,4,27,2,20.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,7.1,6.3,7.9,6.3 - 7.9,Unknown,2022,4,27,2,14.2
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,4.3,3.4,5.4,3.4 - 5.4,Unknown,2022,4,27,2,8.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,2.0,1.3,3.0,1.3 - 3.0,Unknown,2022,4,27,2,4.3
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,8.8,8.1,9.5,8.1 - 9.5,Unknown,2022,4,27,2,17.6
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,13.7,13.1,14.4,13.1 - 14.4,Unknown,2022,4,27,2,27.5
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,8.3,7.6,9.0,7.6 - 9.0,Unknown,2022,4,27,2,16.6
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,13.4,12.7,14.1,12.7 - 14.1,Unknown,2022,4,27,2,26.799999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Transgender,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,38.5,29.1,48.6,29.1 - 48.6,Unknown,2022,4,27,2,77.7
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.6,19.9,29.7,19.9 - 29.7,Unknown,2022,4,27,2,49.599999999999994
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Straight,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,9.7,9.2,10.1,9.2 - 10.1,Unknown,2022,4,27,2,19.299999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,27.4,24.1,30.8,24.1 - 30.8,Unknown,2022,4,27,2,54.900000000000006
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,7.0,6.5,7.5,6.5 - 7.5,Unknown,2022,4,27,2,14.0
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,21.2,19.9,22.6,19.9 - 22.6,Unknown,2022,4,27,2,42.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,10.5,8.9,12.2,8.9 - 12.2,Unknown,2022,4,27,2,21.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,11.7,11.1,12.3,11.1 - 12.3,Unknown,2022,4,27,2,23.4
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,10.3,8.7,12.0,8.7 - 12.0,Unknown,2022,4,27,2,20.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,7.6,6.0,9.5,6.0 - 9.5,Unknown,2022,4,27,2,15.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,17.7,14.5,21.2,14.5 - 21.2,Unknown,2022,4,27,2,35.7
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,9.0,6.5,12.1,6.5 - 12.1,Unknown,2022,4,27,2,18.6
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,6.9,6.1,7.8,6.1 - 7.8,Unknown,2022,4,27,2,13.899999999999999
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,12.6,11.7,13.6,11.7 - 13.6,Unknown,2022,4,27,2,25.299999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,14.6,13.9,15.4,13.9 - 15.4,Unknown,2022,4,27,2,29.3
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,19.0,17.4,20.6,17.4 - 20.6,Unknown,2022,4,27,2,38.0
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,9.9,9.5,10.4,9.5 - 10.4,Unknown,2022,4,27,2,19.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,26.8,26.0,27.7,26.0 - 27.7,Unknown,2022,4,27,2,53.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,29.1,26.2,32.2,26.2 - 32.2,Unknown,2022,4,27,2,58.400000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,30.9,29.1,32.7,29.1 - 32.7,Unknown,2022,4,27,2,61.800000000000004
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,26.6,25.0,28.3,25.0 - 28.3,Unknown,2022,4,27,2,53.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,27.2,25.6,28.9,25.6 - 28.9,Unknown,2022,4,27,2,54.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.3,22.8,25.9,22.8 - 25.9,Unknown,2022,4,27,2,48.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.4,22.0,26.9,22.0 - 26.9,Unknown,2022,4,27,2,48.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,14.5,11.7,17.6,11.7 - 17.6,Unknown,2022,4,27,2,29.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,20.2,19.0,21.3,19.0 - 21.3,Unknown,2022,4,27,2,40.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,33.1,32.1,34.1,32.1 - 34.1,Unknown,2022,4,27,2,66.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,19.6,18.4,20.8,18.4 - 20.8,Unknown,2022,4,27,2,39.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,32.7,31.7,33.7,31.7 - 33.7,Unknown,2022,4,27,2,65.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Transgender,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,57.3,44.0,69.8,44.0 - 69.8,Unknown,2022,4,27,2,113.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,41.0,36.0,46.2,36.0 - 46.2,Unknown,2022,4,27,2,82.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Straight,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,24.9,24.1,25.7,24.1 - 25.7,Unknown,2022,4,27,2,49.8
